,total,benign,malware,b-m
movpuscaladdcmpjz_,5376,0.3626,0.2515,0.1111
leacalcmpjz_,22237,1.3096,1.1986,0.111
leamovcalmovmovcaltesjz_,2789,0.2171,0.1063,0.1108
movleacalleajmp,2053,0.1757,0.065,0.1107
movmovnopinccmpjnz,1881,0.166,0.0554,0.1106
puscalmovaddcmpjz_,2175,0.1825,0.0719,0.1106
movmovpuscalmovcmpjz_,3022,0.23,0.1196,0.1104
leamovmovcalcmpjz_,7507,0.4818,0.3715,0.1103
movmovaddsubjnz,1918,0.1679,0.0576,0.1103
movmovxorcalmovaddpopret,3323,0.2468,0.1365,0.1103
lealeacmpjz_,4118,0.2914,0.1812,0.1102
puspuspuspuscalmovleapuspusmov...,1870,0.165,0.0551,0.1099
puspusmovmovmovcaltesjnz,3547,0.2591,0.1493,0.1098
calmovaddpoppoppopret,2290,0.1885,0.0788,0.1097
movmovmovshrtesjz_,4039,0.2867,0.177,0.1097
calmovmovmovtesjnz,4439,0.3092,0.1995,0.1097
movcalcmpja_,2089,0.1771,0.0676,0.1095
pusmovaddpuspuspusmovmovcmpjz_,3421,0.2516,0.1426,0.109
puspuscaladdmovcmpjnz,2699,0.2109,0.1022,0.1087
addmovmovmovtesjz_,2881,0.221,0.1126,0.1084
puspuspuspusaddmovmovcmpjz_,2213,0.1834,0.0751,0.1083
movmovmovmovcmpja_,4722,0.3241,0.2161,0.108
movxorcaltesjz_,4860,0.3318,0.224,0.1078
pusmovsubmovmovmovcmpjz_,2516,0.2001,0.0924,0.1077
movcalmovmovmovcalmovjmp,2498,0.199,0.0914,0.1076
movmovmovaddpoppoppoppoppoppop...,2125,0.178,0.0705,0.1075
fldfcofnstesjz_,5411,0.3626,0.2551,0.1075
movmovxormovmovjmp,4064,0.2868,0.1795,0.1073
xormovaddjmp,2118,0.1775,0.0702,0.1073
movmovcalmovmovcaljmp,18947,1.1227,1.0155,0.1072
movmovmovcalmovmovmovjmp,2182,0.181,0.0738,0.1072
calmovmovimumovjmp,2206,0.1822,0.0754,0.1068
movcalmovcalcmpjz_,2566,0.2023,0.0957,0.1066
movmovcalxorpoppoppopmovpuslea...,4496,0.3107,0.2041,0.1066
pusmovmovmovcalmovjmp,1948,0.1673,0.0612,0.1061
movpuscalpopcmpjz_,3719,0.2667,0.1607,0.106
movmovmovmovmovaddpoppoppoppop...,1990,0.1694,0.0637,0.1057
movcmpleajnz,4229,0.2951,0.1896,0.1055
movmovpusmovcalret,1891,0.1636,0.0584,0.1052
nopbr_,3449,0.2511,0.1459,0.1052
pusmovcalmovcmpjz_,5387,0.3599,0.2549,0.105
movmovmovmovmovmovmovmovjmp,19552,1.1553,1.0507,0.1046
pusmovmovcalmovcaltesjz_,2330,0.1878,0.0834,0.1044
movmovxorpoppoppopmovpusleamov...,2336,0.1881,0.0838,0.1043
movcalmovmovret,2031,0.1708,0.0668,0.104
puspuspuspusmovmovtesjz_,3384,0.2467,0.1429,0.1038
movmovmovpussubmovmovtesjz_,2016,0.1697,0.0662,0.1035
xormovcalcmpjz_,2625,0.2039,0.1004,0.1035
puspuscaladdpoppoppopret,5020,0.3384,0.235,0.1034
leamovcalmovmovcaltesjnz,3673,0.2626,0.1594,0.1032
movleamovaddtesjnz,5336,0.356,0.2528,0.1032
puspuspuspuspuscaladdret,2730,0.2096,0.1065,0.1031
movcaltesjg_,2784,0.2126,0.1096,0.103
leacmpmovjz_,2214,0.1805,0.0775,0.103
puspuscalmovmovcmpjz_,5552,0.368,0.2651,0.1029
movleacalmovcmpjnz,4721,0.3213,0.2184,0.1029
leacalmovaddpopret,4777,0.3241,0.2218,0.1023
movmovpuspuscaladdjmp,3748,0.2663,0.164,0.1023
pusmovaddpusmovmovmovcmpjz_,3050,0.227,0.1249,0.1021
movdeccmpjbe,2328,0.1864,0.0844,0.102
addmovmovtesjnz,9757,0.6037,0.5017,0.102
pusmovpuspuspusmovmovmovtesjl_,2176,0.1778,0.0759,0.1019
leacalleacalret,5778,0.3801,0.2782,0.1019
movmovmovmovaddmovjmp,2367,0.1885,0.0867,0.1018
paucmpjnz,2824,0.214,0.1124,0.1016
movleamovmovmovcaltesjnz,3006,0.2242,0.1227,0.1015
xormovleamovleamovmovret,1903,0.1623,0.0608,0.1015
calmovmovmovcmpjnz,4834,0.3264,0.2258,0.1006
movpussubmovmovmovcmpjz_,4247,0.2934,0.1929,0.1005
submovmovcaltesjz_,3087,0.2281,0.1278,0.1003
or_movinccmpjnz,2755,0.2095,0.1092,0.1003
movmovsubcmpjle,3331,0.2417,0.1416,0.1001
movmovmovmovmovmovmovmovmovmov...,2202,0.1783,0.0782,0.1001
movmovmovmovpoppoppopret,3185,0.2334,0.1335,0.0999
movmovcalmovtesjl_,1943,0.1636,0.0637,0.0999
submovmovmovcmpjnz,2866,0.2154,0.1156,0.0998
pusmovaddpusxormovmovmovxorpus...,1883,0.1602,0.0604,0.0998
xormovcmpjl_,3799,0.2677,0.1682,0.0995
pusmovcmpjl_,2003,0.1667,0.0673,0.0994
pusmovmovmovmovcalcalpopret,5640,0.371,0.2717,0.0993
xormovtesjnz,18018,1.0661,0.967,0.0991
puscalpoppuscalpoptesjz_,2260,0.181,0.0819,0.0991
xorcaltesjz_,6782,0.4349,0.336,0.0989
movmovmovcalcalcmpjle,1908,0.1611,0.0622,0.0989
xormovcalpoppoppopret,5053,0.3377,0.2389,0.0988
puscalmovret,7898,0.4975,0.3987,0.0988
incaddcmpjl_,39316,2.2622,2.1635,0.0987
movleamovmovjmp,13413,0.8072,0.7086,0.0986
movmovadddecmovcmpjg_,1845,0.1572,0.059,0.0982
movmovmovcalmovcalmovjmp,2026,0.1672,0.0693,0.0979
movxorcaladdret,2336,0.1846,0.0867,0.0979
movmovaddsubjb_,3597,0.2554,0.1576,0.0978
movmovtesjge,3622,0.2568,0.159,0.0978
puspuscalmovmovmovcalmovcalmov...,3987,0.2771,0.1797,0.0974
fldpopmovpopret,3876,0.2708,0.1735,0.0973
movmovxorcaladdret,3239,0.235,0.1377,0.0973
andleamovcalmovtesjz_,2349,0.185,0.0877,0.0973
leaxormovcaltesjz_,2714,0.2053,0.1084,0.0969
pusmovcmpjz_,109132,6.1828,6.086,0.0968
movaddaddcmpjnz,2465,0.1912,0.0945,0.0967
movjz_,5410,0.3566,0.2599,0.0967
movsubmovmovcmpjz_,2047,0.1676,0.0712,0.0964
movcalpuscalpopret,9788,0.6023,0.506,0.0963
movmovmovcalcmpjle,2945,0.2179,0.1217,0.0962
pussubmovjmp,5850,0.381,0.2849,0.0961
leapuspuscaltesjnz,8563,0.5334,0.4373,0.0961
movxorpoppoppopmovjmp,6447,0.4145,0.3185,0.096
movpuspuscalmovaddtesjz_,2421,0.1882,0.0925,0.0957
puspuscalmovmovmovcalmovandmov...,18235,1.0764,0.9808,0.0956
movmovmovmovmovmovmovmovmovmov...,3204,0.232,0.1366,0.0954
addcalmovmovxorpuspuspusmovlea...,2116,0.1708,0.0756,0.0952
xormovcmpjb_,5216,0.3449,0.2497,0.0952
movmovcalpusleamovmovcaladdpop...,2119,0.1709,0.0758,0.0951
pusmovpusmovmovpopret,2278,0.1798,0.0847,0.0951
leamovcalmovmovmovcalcalxorpop...,7254,0.4592,0.3643,0.0949
calmovpoppoppopret,3384,0.2417,0.147,0.0947
puscalmovmovtesjnz,2160,0.1729,0.0784,0.0945
movmovmovmovmovcmpjbe,2382,0.1852,0.0909,0.0943
puspuspuspuscaladdmovpopret,2118,0.1704,0.0761,0.0943
pusmovtespusmovjz_,3598,0.2535,0.1593,0.0942
movmovmovcalxorpoppoppopmovpus...,2932,0.216,0.1219,0.0941
pusmovpusmovtesjz_,57027,3.2544,3.1605,0.0939
leamovmovmovcalmovjmp,3751,0.2619,0.1681,0.0938
addmovmovtesjz_,6433,0.4125,0.3187,0.0938
movaddmovcmpjg_,2208,0.1751,0.0815,0.0936
pusmovpuspuspusmovtesjz_,4846,0.3232,0.2297,0.0935
movmovmovmovcalmovcaltesjz_,2955,0.217,0.1235,0.0935
calpuscalpopret,10158,0.6216,0.5281,0.0935
movcalpoppoppopmovpopret,2900,0.2138,0.1205,0.0933
movadddecjnz,6602,0.4217,0.3285,0.0932
movmovmovpuspuscaladdtesjz_,1959,0.1609,0.0677,0.0932
pusmovaddpuspusmovmovmovtesjz_,2814,0.2088,0.1157,0.0931
movmovmovmovmovpopret,11474,0.6953,0.6022,0.0931
puspuscalpoptespopjnz,3219,0.2315,0.1386,0.0929
pusmovpusmovmovcmpjnz,7089,0.4488,0.356,0.0928
puspusmovmovmovmovcaltessetpop...,2483,0.1898,0.0975,0.0923
pusmovpuspusmovtesjnz,3453,0.2443,0.152,0.0923
calcmpmovjz_,3254,0.2331,0.1409,0.0922
movmovsubmovcmpjnz,2140,0.1704,0.0784,0.092
leapuspuscalmovtesjnz,3776,0.2622,0.1703,0.0919
puspuspusmovmovmovcmpjz_,7043,0.4456,0.3539,0.0917
addcalmovmovxormovcalmovtesjz_,2727,0.203,0.1116,0.0914
puscaladdmovtesmovjz_,6996,0.4427,0.3516,0.0911
movaddcaljmp,7963,0.4969,0.4059,0.091
movor_movmovtesjz_,3224,0.2307,0.1397,0.091
movmovinccmpjl_,7951,0.4962,0.4053,0.0909
pusmovaddpuspuspusmovmovtesjnz,1835,0.1526,0.0618,0.0908
movmovpussubmovmovmovtesjnz,4420,0.2978,0.207,0.0908
pusmovpusmovmovcalmovmovpopret,1837,0.1527,0.0619,0.0908
xormovxormovjmp,1861,0.154,0.0633,0.0907
movmovpusmovcaltesjz_,2334,0.1803,0.0901,0.0902
incxormovmovcaltesjz_,4152,0.2824,0.1923,0.0901
submovcmpjg_,3032,0.2194,0.1294,0.09
submovmovcmpjnz,6316,0.4037,0.314,0.0897
leatesjs_,2913,0.2126,0.1229,0.0897
movaddshrtesmovjz_,6165,0.3952,0.3055,0.0897
fldpoppoppopmovpopret,2162,0.1703,0.0807,0.0896
movpuscalmovpopret,4207,0.2852,0.1956,0.0896
leamovcalmovleacaljmp,3173,0.227,0.1376,0.0894
puscalpopmovtesjnz,7612,0.4763,0.387,0.0893
pusmovaddpuspuspusmovmovmovmov...,2938,0.2137,0.1245,0.0892
movcomja_,3374,0.2381,0.149,0.0891
leamovmovmovcalcmpjz_,4450,0.2986,0.2095,0.0891
pusmovmovlearet,1887,0.1546,0.0655,0.0891
movmovpuspusmovcaljmp,3615,0.2515,0.1627,0.0888
movcmpsettesjnz,1999,0.1605,0.0721,0.0884
bsrjz_,2407,0.1833,0.0951,0.0882
xorxorpoppoppopmovpusleacalret,5327,0.3473,0.2592,0.0881
addleacmpjnz,2117,0.167,0.0789,0.0881
leamovcalmovmovtesjnz,3905,0.2673,0.1794,0.0879
movcaladdfstwaimovcaljmp,3947,0.2696,0.1818,0.0878
movmovmovmovcalpoppopret,7278,0.4567,0.3689,0.0878
puspuspusmovmovcmpjz_,10681,0.6478,0.5601,0.0877
puscalpoppopret,25826,1.4985,1.4108,0.0877
movmovmovaddpoppopret,2502,0.1883,0.1007,0.0876
leamovmovmovcalmovmovcaljmp,1876,0.1531,0.0656,0.0875
movpusmovcalmovtesjnz,1790,0.1482,0.0609,0.0873
calmovaddjmp,3276,0.2316,0.1444,0.0872
puscaladdmovcmpmovjz_,2540,0.1902,0.1031,0.0871
callearet,3090,0.2211,0.134,0.0871
movmovmovaddpoppoppoppoppopret,4621,0.3071,0.22,0.0871
movcalmovcalpoppopret,2002,0.1599,0.0729,0.087
pusaddmovcmpjnz,2736,0.2011,0.1142,0.0869
movmovmovmovmovmovmovmovmovmov...,3618,0.2504,0.1639,0.0865
movmovmovmovmovmovmovret,6630,0.4196,0.3331,0.0865
poppopor_popret,2007,0.1599,0.0734,0.0865
or_poppoppoppopret,5915,0.3794,0.293,0.0864
puspuscaladdpoppoppopmovpopret,3089,0.2206,0.1343,0.0863
movaddmovcaljmp,2465,0.1855,0.0993,0.0862
movaddjnz,3977,0.2704,0.1842,0.0862
movmovmovmovaddpoppoppoppoppop...,6246,0.3978,0.3117,0.0861
movmovxortesjle,2158,0.1681,0.0822,0.0859
movor_movtesjz_,5181,0.3379,0.252,0.0859
fldfadfstwaijmp,2423,0.1829,0.0971,0.0858
puspuscaladdmovtesjnz,5585,0.3605,0.2747,0.0858
movmovpoppoppoplearet,6738,0.4252,0.3395,0.0857
movsubsarcmpjnz,1827,0.1493,0.0637,0.0856
pusmovaddpuspuspusmovmovmovcmp...,9664,0.5895,0.504,0.0855
movmovsubcmpjg_,1810,0.1483,0.0628,0.0855
movcmpmovja_,1945,0.1558,0.0704,0.0854
movleamovmovmovmovjmp,2384,0.1803,0.0953,0.085
submovjmp,18700,1.0966,1.0118,0.0848
movsubmovcaltesjz_,2254,0.1728,0.0881,0.0847
puscalcmppopjz_,13610,0.8104,0.7262,0.0842
pusmovmovcalmovtesjz_,3714,0.2544,0.1704,0.084
movmovmovmovmovcalmovcmpjz_,2732,0.1992,0.1153,0.0839
lealeamovcalmovtesjz_,2092,0.1632,0.0794,0.0838
incaddcmpjnz,3289,0.2304,0.1467,0.0837
pusmovpuspuscalpopret,3735,0.2554,0.1718,0.0836
leacalmovcalmovtesjz_,2078,0.1623,0.0788,0.0835
leamovmovmovcaltesjz_,6243,0.3962,0.3127,0.0835
movleacmpjl_,1984,0.1568,0.0736,0.0832
xormovpoppoppopret,10841,0.6543,0.5711,0.0832
movmovmovpuscalmovmovmovpoppop...,3594,0.2472,0.1641,0.0831
incmovret,2893,0.2077,0.1248,0.0829
pusmovpuspuspusmovmovmovcmpjz_,4094,0.2752,0.1923,0.0829
incxormovmovcalmovmovmovcaltes...,4013,0.2706,0.1877,0.0829
pusmovpuscaltesjnz,5784,0.3701,0.2872,0.0829
movmovleacaltesjnz,4627,0.305,0.2223,0.0827
puscaladdpoppoppopret,2350,0.1771,0.0944,0.0827
submovmovcmpjz_,4267,0.2847,0.2021,0.0826
xorleamovcaltesjz_,2113,0.1636,0.0812,0.0824
movmovmovcalsubjmp,1996,0.1571,0.0747,0.0824
movcaldectesjl_,5104,0.3316,0.2493,0.0823
movcalleamovjmp,1915,0.1524,0.0702,0.0822
pusmovpusmovmovmovcmpjnz,2090,0.1621,0.0801,0.082
pusmovmovmovmovcalmovpoppopret,2153,0.1656,0.0837,0.0819
calcmpmovjnz,3103,0.219,0.1371,0.0819
movmovmovmovmovmovmovmovmovcal...,2783,0.2009,0.1191,0.0818
tesja_,4963,0.3234,0.2416,0.0818
movmovmovcalxorpoppoppopmovpus...,6088,0.3864,0.3049,0.0815
movpuscalmovcmpjnz,3378,0.2342,0.1527,0.0815
puspuscaltesmovjz_,3073,0.217,0.1356,0.0814
leapuscalpopjmp,5697,0.3644,0.283,0.0814
andmovmovmovtesjz_,2019,0.1578,0.0764,0.0814
movshlmovtesjz_,3256,0.2273,0.1459,0.0814
puspuscalmovmovmovandmovcaltes...,3753,0.2551,0.1739,0.0812
submovcmpjz_,13534,0.8044,0.7234,0.081
puscalxorpopret,3517,0.2416,0.1608,0.0808
movcalmovcmpjle,2634,0.192,0.1112,0.0808
incxormovmovcalmovcalincdecjnz,7020,0.4383,0.3576,0.0807
movcalmovcalmovtesjnz,1818,0.1461,0.0655,0.0806
subsarjz_,2757,0.1988,0.1182,0.0806
cmpcmojmp,3053,0.2153,0.135,0.0803
movcalmovmovcalmovmovaddpopret,2086,0.1608,0.0808,0.08
calpopaddmovpopmovpopret,2061,0.1594,0.0794,0.08
movmovxorcmpjz_,4991,0.3239,0.2441,0.0798
movlealeamovcaltesjnz,3282,0.2279,0.1481,0.0798
leamovcalmovleacalxorpoppoppop...,2296,0.1725,0.0927,0.0798
movleamovtesjnz,7135,0.4441,0.3646,0.0795
pussubtesjz_,2234,0.1688,0.0894,0.0794
movxorpopret,5413,0.3473,0.268,0.0793
subsubjmp,4124,0.2747,0.1958,0.0789
inccmpjg_,7034,0.438,0.3594,0.0786
puspusleapuspuspuscaltesjz_,2647,0.1915,0.113,0.0785
movxortesjs_,2065,0.1588,0.0803,0.0785
movmovpoppoppopmovpopret,25340,1.466,1.3878,0.0782
puscaladdmovret,2061,0.1583,0.0803,0.078
movandsubjz_,2116,0.1614,0.0834,0.078
movmovaddmovtesjz_,3767,0.2541,0.1762,0.0779
movmovpusmovcaljmp,3360,0.2312,0.1533,0.0779
decmovcmpjz_,2668,0.1923,0.1145,0.0778
movmovmovmovmovmovmovmovmovmov...,2047,0.1573,0.0797,0.0776
movmovlealeacaltesjz_,1910,0.1495,0.0721,0.0774
movcalpoppoppoppoppopret,4921,0.3186,0.2413,0.0773
movlealeamovcaljmp,2160,0.1635,0.0862,0.0773
movpuscaladdmovtesjnz,2646,0.1908,0.1135,0.0773
movpusmovcalpopjmp,5185,0.3334,0.2561,0.0773
movmovcalmovcalpopret,4359,0.287,0.2098,0.0772
leamovcalmovcaljmp,2352,0.1742,0.097,0.0772
leashlcmpjb_,1930,0.1504,0.0734,0.077
movmovleacalcmpjz_,3377,0.2317,0.1547,0.077
movmovmovmovmovmovmovcalmovjmp,1903,0.1487,0.0721,0.0766
movleamovcalmovtesjnz,6041,0.3811,0.3045,0.0766
xorcaltesjnz,2830,0.2007,0.1242,0.0765
movmovcalmovmovmovcaladdpoppop...,2126,0.161,0.0847,0.0763
puscaladdcmpjge,2653,0.1906,0.1144,0.0762
xorxorpoppoppopmovpusleamovcal...,2919,0.2054,0.1294,0.076
lealeamovcalmovjmp,2838,0.2008,0.1249,0.0759
subleacalmovaddret,2433,0.1781,0.1022,0.0759
puspuspuspuscalmovmovjmp,2070,0.1576,0.0819,0.0757
movsubmovcmpjle,1910,0.1485,0.0729,0.0756
movmovmovleacaltesjnz,1894,0.1476,0.0721,0.0755
pusmovxormovcalxormovcalpopret,2147,0.1618,0.0863,0.0755
movxorcmpsetret,1828,0.1438,0.0684,0.0754
movmovpuspuscaltesjz_,5177,0.3319,0.2565,0.0754
movcdqidimovjmp,3016,0.2105,0.1352,0.0753
fcofnstesjnz,4124,0.2727,0.1974,0.0753
addcalmovmovxormovcalmovcmpjz_,1810,0.1426,0.0676,0.075
movmovcalmovmovmovcmpjnz,1868,0.1458,0.0708,0.075
xorleacmpjz_,2381,0.1746,0.0997,0.0749
movxormovcmpjnz,8911,0.5414,0.4665,0.0749
movxorcmpjge,1803,0.142,0.0673,0.0747
pusmovpuscaladdpopret,3327,0.2274,0.1531,0.0743
leamovmovmovcaltesjnz,4487,0.2925,0.2183,0.0742
popor_popret,3802,0.254,0.1799,0.0741
movcalmovmovmovcalpoppopret,2067,0.1565,0.0825,0.074
addcaltesjz_,5392,0.3432,0.2693,0.0739
xormovpoppoppoppopret,4015,0.2658,0.1919,0.0739
subsarcmpjz_,1915,0.1478,0.074,0.0738
pusmovpuspuspuspuspustesjz_,2589,0.1855,0.112,0.0735
movpuscaladdtesjnz,12170,0.7237,0.6502,0.0735
movmovmovcalcmpjge,2694,0.1914,0.1179,0.0735
movcalpoppoppoppoppoppopret,2590,0.1855,0.1121,0.0734
puscalpopmovmovcmpjnz,2125,0.1593,0.0861,0.0732
puspuspuspusmovmovcmpjz_,7315,0.4508,0.3776,0.0732
calmovxormovcalmovtesjz_,1985,0.1514,0.0783,0.0731
movmovmovmovmovtesjnz,11739,0.6991,0.6263,0.0728
movtessettesjz_,2809,0.1975,0.1247,0.0728
movmovcalmovcalmovjmp,2466,0.1782,0.1054,0.0728
calmovmovcalmovtesjz_,3230,0.2211,0.1484,0.0727
pusmovcalpoppopret,5057,0.3237,0.2511,0.0726
xorcmpjge,8300,0.5058,0.4332,0.0726
andinccmpjnz,2388,0.1735,0.1013,0.0722
puspusmovmovmovcalmovmovmovcal...,2056,0.1548,0.0827,0.0721
movmovmovmovincjmp,3747,0.2498,0.1777,0.0721
pusmovmovpuscaladdpopret,1878,0.1448,0.0727,0.0721
subsarcmpjnz,7163,0.4415,0.3697,0.0718
puspuspuspusaddmovmovmovcmpjz_,3508,0.2362,0.1645,0.0717
xormovmovcalmovjmp,1955,0.1488,0.0773,0.0715
subaddaddcmpjnbtesjz_,1978,0.1501,0.0786,0.0715
puspusmovmovcalmovtesjz_,2675,0.1892,0.1178,0.0714
movpuscalpoptesjnz,3791,0.2519,0.1805,0.0714
movmovpuscaladdtesjnz,2349,0.1709,0.0995,0.0714
movmovmovcalincdecjnz,5448,0.3448,0.2737,0.0711
movmovaddmovmovjmp,10379,0.6217,0.5507,0.071
movlealealeajmp,3548,0.238,0.167,0.071
movmovcalandjmp,2135,0.1586,0.0877,0.0709
cmpleajbe,1906,0.1457,0.0749,0.0708
puspuscalxorjmp,1870,0.1436,0.0729,0.0707
movnegjmp,5952,0.3728,0.3022,0.0706
addmovcmpjle,1838,0.1417,0.0712,0.0705
movlealeajmp,4808,0.3085,0.2381,0.0704
incaddmovcmpjl_,3695,0.2459,0.1756,0.0703
pussubmovmovmovaddpopjmp,3645,0.2431,0.1728,0.0703
movcaltesmovjnz,3440,0.2316,0.1613,0.0703
movmovmovcalcalpoppoppopret,2995,0.2065,0.1363,0.0702
pusmovtesjle,2075,0.1547,0.0847,0.07
pusmovpusmovcmpjb_,2179,0.1604,0.0907,0.0697
movmovleamovcmpjnz,5772,0.3622,0.2926,0.0696
xormovcalmovcmpjz_,2539,0.1805,0.111,0.0695
nopcmpjge,1792,0.1384,0.0692,0.0692
calmovmovcmpjb_,4181,0.2725,0.2035,0.069
puscaladdcmpmovmovmovjb_,4100,0.2679,0.1989,0.069
movcalmovmovcmpjz_,15546,0.9108,0.8419,0.0689
addcalmovtesjz_,2940,0.2027,0.1339,0.0688
movmovcalcmpjle,6196,0.3856,0.3168,0.0688
movpuscalmovcmpjz_,8468,0.5131,0.4444,0.0687
pussubmovmovmovtesjnz,1875,0.1426,0.0742,0.0684
addcalmovmovmovleamovcalmovtes...,5001,0.3182,0.2498,0.0684
movmovcalmovmovmovtesjnz,2115,0.1561,0.0877,0.0684
movaddmovmovcmpjg_,3447,0.2308,0.1626,0.0682
lealeacmpja_,2995,0.2054,0.1373,0.0681
leapuspuscaladdjmp,3251,0.2197,0.1517,0.068
movincmovcmpja_,2238,0.1626,0.0949,0.0677
movpusmovmovmovcalmovjmp,1808,0.1384,0.0708,0.0676
puspuscalmovmovmovcalmovcalmov...,1993,0.1487,0.0814,0.0673
movpusmovcalmovcmpjz_,1799,0.1377,0.0705,0.0672
pusmovpuspusmovcmpjnz,3296,0.2217,0.1547,0.067
movmovcalxorpoppoppopmovpuslea...,3630,0.2404,0.1735,0.0669
calcaltesjz_,7152,0.4382,0.3713,0.0669
movmovsubmovmovjmp,2918,0.2004,0.1335,0.0669
puspuspusaddmovmovmovcmpjnz,1970,0.1471,0.0803,0.0668
puspusmovmovmovmovcalcmpjnz,4492,0.2887,0.222,0.0667
cmpleajb_,6375,0.3945,0.3278,0.0667
movmovmovmovmovmovmovmovmovmov...,3142,0.2128,0.1462,0.0666
xormovcalpopret,2101,0.1543,0.0877,0.0666
movmovsubcmpjbe,5884,0.3668,0.3003,0.0665
addcalmovmovxormovcalmovmovcal...,3764,0.2477,0.1812,0.0665
movaddmovcmpjle,4806,0.3062,0.2397,0.0665
puspuspusmovmovcalmovdectesjl_,2589,0.1817,0.1152,0.0665
movlealeamovcaltesjs_,3078,0.2091,0.1427,0.0664
xorcmpmovjnz,3754,0.247,0.1807,0.0663
leapusmovcaltesjz_,2520,0.1777,0.1114,0.0663
movaddcalmovjmp,4903,0.3114,0.2454,0.066
movxormovtesjle,2989,0.2039,0.1379,0.066
movaddcmpjge,6720,0.4134,0.3475,0.0659
movincjle,3715,0.2446,0.1788,0.0658
xchjmp,2328,0.1666,0.1009,0.0657
movleacalcmpjz_,7137,0.4367,0.371,0.0657
pussubmovmovcmpjz_,10366,0.6181,0.5524,0.0657
movcalmovmovmovmovcalmovjmp,1837,0.1389,0.0734,0.0655
movcalcmpjz_,91839,5.1943,5.1289,0.0654
leaaddcmpjnz,2005,0.1483,0.0829,0.0654
movxormovmovmovtesjz_,4462,0.286,0.2212,0.0648
movmovmovmovdectesjl_,4780,0.3038,0.2391,0.0647
puscaladdmovpoppoppoppopret,2909,0.1986,0.1341,0.0645
pusmovcalpopmovjmp,2390,0.1694,0.1049,0.0645
pusmovaddpuspuspusxormovmovmov...,1858,0.1395,0.0751,0.0644
puspusmovcalmovjmp,3108,0.2097,0.1453,0.0644
movpuscaladdmovcmpjz_,2986,0.2027,0.1386,0.0641
movincmovcmpjnz,7016,0.4289,0.365,0.0639
movcmpsetmovjmp,1822,0.1372,0.0733,0.0639
pusmovpusmovmovmovmovcalpoppop...,3723,0.2437,0.1803,0.0634
movcmpjnbmovmovjmp,5093,0.3206,0.2573,0.0633
pusmovpuspusmovmovtesjnz,5108,0.3214,0.2582,0.0632
leamovmovmovmovjmp,4343,0.2784,0.2152,0.0632
pusxorcmpjz_,3066,0.2066,0.1435,0.0631
addcalmovmovmovxormovcalmovmov...,6190,0.3821,0.319,0.0631
movmovmovmovmovaddpopjmp,1900,0.1411,0.0781,0.063
calmovcalret,5068,0.319,0.2561,0.0629
pusmovpuspuspusmovmovtesjnz,2309,0.164,0.1011,0.0629
movcalmovmovmovcalcmpjz_,1834,0.1373,0.0745,0.0628
movmovmovmovmovmovmovmovmovmov...,1898,0.1408,0.0782,0.0626
filfdifstwaijmp,1814,0.1359,0.0735,0.0624
pusmovpuspuspusmovmovcmpjnz,4798,0.3035,0.2412,0.0623
movxorcmpjnz,14039,0.8224,0.7604,0.062
tesmovjle,2285,0.1621,0.1002,0.0619
movmovaddaddjmp,2334,0.1649,0.103,0.0619
movmovmovmovmovmovaddret,3380,0.2236,0.1618,0.0618
movmovmovpoppoppoppopaddret,2196,0.1571,0.0953,0.0618
leamovcalmovleacaltesjz_,2152,0.1545,0.0929,0.0616
pusmovcalxorjmp,1875,0.1389,0.0773,0.0616
addjs_,3421,0.2257,0.1642,0.0615
shrjmp,3136,0.2097,0.1482,0.0615
calandaddpopret,3110,0.2081,0.1468,0.0613
pusmovpuspuspuspusmovmovcmpjnz,3403,0.2245,0.1633,0.0612
puscalxorret,6890,0.4204,0.3592,0.0612
puspuspuscalmovjmp,7566,0.4584,0.3972,0.0612
movmovcalcmpjl_,4498,0.2858,0.225,0.0608
movmovaddmovmovmovjmp,2029,0.1469,0.0865,0.0604
pusmovxortesjz_,2191,0.156,0.0957,0.0603
puscaladdxorpopret,1857,0.1372,0.0769,0.0603
pusmovmovmovmovmovcalpopret,2652,0.1818,0.1216,0.0602
pusxormovcalret,10714,0.6346,0.5745,0.0601
movmovmovmovcmpjbe,6493,0.3974,0.3375,0.0599
movmovmovcalpoppoppoppoppopret,2653,0.1817,0.1218,0.0599
movaddmovcmpjbe,2427,0.1689,0.1092,0.0597
leaxormovcaljmp,1791,0.133,0.0736,0.0594
movmovmovmovleajmp,1944,0.1415,0.0823,0.0592
movmovmovaddcmpja_,2572,0.1767,0.1176,0.0591
movmovcmpmovjnz,9043,0.5402,0.4811,0.0591
movmovmovpussubmovmovmovtesjnz,2958,0.1983,0.1393,0.059
movmovmovcalcalret,5892,0.3631,0.3042,0.0589
movmovdecjz_,7117,0.4318,0.3731,0.0587
xormovxormovmovimuaddmovmovshr...,3828,0.247,0.1883,0.0587
movaddmovmovaddmovjmp,2867,0.193,0.1344,0.0586
pusmovpuspusmovcmpjz_,8678,0.5193,0.4609,0.0584
movleamovmovcalcmpjnz,1968,0.1424,0.084,0.0584
incxormovmovcalcmpjnz,8377,0.5023,0.444,0.0583
movmovmovxortesjz_,3556,0.2315,0.1733,0.0582
incxormovmovcalmovmovcalincdec...,3901,0.2509,0.1927,0.0582
movcalmovmovmovtesjnz,3956,0.254,0.1958,0.0582
movcalmovmovcalcmpjnz,6086,0.3735,0.3155,0.058
